sample_id,task_id,template_family,task_set,split,variant_name,language,domain,gold_tool,intent,need_clarification,clarification_fields,distractor_tools,gold_params
create_support_ticket_012__incomplete,create_support_ticket_012,create_support_ticket_003,main,dev,incomplete,en,support,create_support_ticket,Create an order-related support ticket for C-556,True,"[""user_id"", ""description""]","[""query_order_status"", ""update_order""]","{""user_id"": ""C-556"", ""category"": ""order"", ""priority"": ""high"", ""description"": ""tracking page stopped updating for three days""}"
create_support_ticket_012__misleading,create_support_ticket_012,create_support_ticket_003,main,dev,misleading,en,support,create_support_ticket,Create an order-related support ticket for C-556,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-556"", ""category"": ""order"", ""priority"": ""high"", ""description"": ""tracking page stopped updating for three days""}"
create_support_ticket_013__ambiguous,create_support_ticket_013,create_support_ticket_003,main,dev,ambiguous,en,support,create_support_ticket,Create an order-related support ticket for C-562,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-562"", ""category"": ""order"", ""priority"": ""medium"", ""description"": ""customer received only part of the shipment""}"
create_support_ticket_013__clear,create_support_ticket_013,create_support_ticket_003,main,dev,clear,en,support,create_support_ticket,Create an order-related support ticket for C-562,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-562"", ""category"": ""order"", ""priority"": ""medium"", ""description"": ""customer received only part of the shipment""}"
create_support_ticket_013__incomplete,create_support_ticket_013,create_support_ticket_003,main,dev,incomplete,en,support,create_support_ticket,Create an order-related support ticket for C-562,True,"[""user_id"", ""description""]","[""query_order_status"", ""update_order""]","{""user_id"": ""C-562"", ""category"": ""order"", ""priority"": ""medium"", ""description"": ""customer received only part of the shipment""}"
create_support_ticket_013__misleading,create_support_ticket_013,create_support_ticket_003,main,dev,misleading,en,support,create_support_ticket,Create an order-related support ticket for C-562,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-562"", ""category"": ""order"", ""priority"": ""medium"", ""description"": ""customer received only part of the shipment""}"
create_support_ticket_014__ambiguous,create_support_ticket_014,create_support_ticket_003,main,dev,ambiguous,en,support,create_support_ticket,Create an order-related support ticket for C-570,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-570"", ""category"": ""order"", ""priority"": ""high"", ""description"": ""replacement order was never released""}"
create_support_ticket_014__clear,create_support_ticket_014,create_support_ticket_003,main,dev,clear,en,support,create_support_ticket,Create an order-related support ticket for C-570,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-570"", ""category"": ""order"", ""priority"": ""high"", ""description"": ""replacement order was never released""}"
create_support_ticket_014__incomplete,create_support_ticket_014,create_support_ticket_003,main,dev,incomplete,en,support,create_support_ticket,Create an order-related support ticket for C-570,True,"[""user_id"", ""description""]","[""query_order_status"", ""update_order""]","{""user_id"": ""C-570"", ""category"": ""order"", ""priority"": ""high"", ""description"": ""replacement order was never released""}"
create_support_ticket_014__misleading,create_support_ticket_014,create_support_ticket_003,main,dev,misleading,en,support,create_support_ticket,Create an order-related support ticket for C-570,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-570"", ""category"": ""order"", ""priority"": ""high"", ""description"": ""replacement order was never released""}"
create_support_ticket_015__ambiguous,create_support_ticket_015,create_support_ticket_003,main,dev,ambiguous,en,support,create_support_ticket,Create an order-related support ticket for C-578,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-578"", ""category"": ""order"", ""priority"": ""medium"", ""description"": ""order shows exception after customs scan""}"
create_support_ticket_015__clear,create_support_ticket_015,create_support_ticket_003,main,dev,clear,en,support,create_support_ticket,Create an order-related support ticket for C-578,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-578"", ""category"": ""order"", ""priority"": ""medium"", ""description"": ""order shows exception after customs scan""}"
create_support_ticket_015__incomplete,create_support_ticket_015,create_support_ticket_003,main,dev,incomplete,en,support,create_support_ticket,Create an order-related support ticket for C-578,True,"[""user_id"", ""description""]","[""query_order_status"", ""update_order""]","{""user_id"": ""C-578"", ""category"": ""order"", ""priority"": ""medium"", ""description"": ""order shows exception after customs scan""}"
create_support_ticket_015__misleading,create_support_ticket_015,create_support_ticket_003,main,dev,misleading,en,support,create_support_ticket,Create an order-related support ticket for C-578,False,[],"[""query_order_status"", ""update_order""]","{""user_id"": ""C-578"", ""category"": ""order"", ""priority"": ""medium"", ""description"": ""order shows exception after customs scan""}"
create_support_ticket_016__ambiguous,create_support_ticket_016,create_support_ticket_004,main,train,ambiguous,zh,support,create_support_ticket,Create an account support ticket,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-889"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""password reset link expired""}"
create_support_ticket_016__clear,create_support_ticket_016,create_support_ticket_004,main,train,clear,zh,support,create_support_ticket,Create an account support ticket,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-889"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""password reset link expired""}"
create_support_ticket_016__incomplete,create_support_ticket_016,create_support_ticket_004,main,train,incomplete,zh,support,create_support_ticket,Create an account support ticket,True,"[""user_id"", ""description""]","[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-889"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""password reset link expired""}"
create_support_ticket_016__misleading,create_support_ticket_016,create_support_ticket_004,main,train,misleading,zh,support,create_support_ticket,Create an account support ticket,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-889"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""password reset link expired""}"
create_support_ticket_017__ambiguous,create_support_ticket_017,create_support_ticket_004,main,train,ambiguous,zh,support,create_support_ticket,Create an account support ticket：E-894,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-894"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""email verification link has expired""}"
create_support_ticket_017__clear,create_support_ticket_017,create_support_ticket_004,main,train,clear,zh,support,create_support_ticket,Create an account support ticket：E-894,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-894"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""email verification link has expired""}"
create_support_ticket_017__incomplete,create_support_ticket_017,create_support_ticket_004,main,train,incomplete,zh,support,create_support_ticket,Create an account support ticket：E-894,True,"[""user_id"", ""description""]","[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-894"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""email verification link has expired""}"
create_support_ticket_017__misleading,create_support_ticket_017,create_support_ticket_004,main,train,misleading,zh,support,create_support_ticket,Create an account support ticket：E-894,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-894"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""email verification link has expired""}"
create_support_ticket_018__ambiguous,create_support_ticket_018,create_support_ticket_004,main,train,ambiguous,zh,support,create_support_ticket,Create an account support ticket：E-900,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-900"", ""category"": ""account"", ""priority"": ""medium"", ""description"": ""role assignment vanished after profile edit""}"
create_support_ticket_018__clear,create_support_ticket_018,create_support_ticket_004,main,train,clear,zh,support,create_support_ticket,Create an account support ticket：E-900,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-900"", ""category"": ""account"", ""priority"": ""medium"", ""description"": ""role assignment vanished after profile edit""}"
create_support_ticket_018__incomplete,create_support_ticket_018,create_support_ticket_004,main,train,incomplete,zh,support,create_support_ticket,Create an account support ticket：E-900,True,"[""user_id"", ""description""]","[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-900"", ""category"": ""account"", ""priority"": ""medium"", ""description"": ""role assignment vanished after profile edit""}"
create_support_ticket_018__misleading,create_support_ticket_018,create_support_ticket_004,main,train,misleading,zh,support,create_support_ticket,Create an account support ticket：E-900,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-900"", ""category"": ""account"", ""priority"": ""medium"", ""description"": ""role assignment vanished after profile edit""}"
create_support_ticket_019__ambiguous,create_support_ticket_019,create_support_ticket_004,main,train,ambiguous,zh,support,create_support_ticket,Create an account support ticket：E-908,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-908"", ""category"": ""account"", ""priority"": ""medium"", ""description"": ""account is locked after repeated MFA prompts""}"
create_support_ticket_019__clear,create_support_ticket_019,create_support_ticket_004,main,train,clear,zh,support,create_support_ticket,Create an account support ticket：E-908,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-908"", ""category"": ""account"", ""priority"": ""medium"", ""description"": ""account is locked after repeated MFA prompts""}"
create_support_ticket_019__incomplete,create_support_ticket_019,create_support_ticket_004,main,train,incomplete,zh,support,create_support_ticket,Create an account support ticket：E-908,True,"[""user_id"", ""description""]","[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-908"", ""category"": ""account"", ""priority"": ""medium"", ""description"": ""account is locked after repeated MFA prompts""}"
create_support_ticket_019__misleading,create_support_ticket_019,create_support_ticket_004,main,train,misleading,zh,support,create_support_ticket,Create an account support ticket：E-908,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-908"", ""category"": ""account"", ""priority"": ""medium"", ""description"": ""account is locked after repeated MFA prompts""}"
create_support_ticket_020__ambiguous,create_support_ticket_020,create_support_ticket_004,main,train,ambiguous,zh,support,create_support_ticket,Create an account support ticket：E-916,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-916"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""self-service password reset never sends mail""}"
create_support_ticket_020__clear,create_support_ticket_020,create_support_ticket_004,main,train,clear,zh,support,create_support_ticket,Create an account support ticket：E-916,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-916"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""self-service password reset never sends mail""}"
create_support_ticket_020__incomplete,create_support_ticket_020,create_support_ticket_004,main,train,incomplete,zh,support,create_support_ticket,Create an account support ticket：E-916,True,"[""user_id"", ""description""]","[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-916"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""self-service password reset never sends mail""}"
create_support_ticket_020__misleading,create_support_ticket_020,create_support_ticket_004,main,train,misleading,zh,support,create_support_ticket,Create an account support ticket：E-916,False,[],"[""query_internal_docs"", ""search_database""]","{""user_id"": ""E-916"", ""category"": ""account"", ""priority"": ""low"", ""description"": ""self-service password reset never sends mail""}"
create_support_ticket_021__ambiguous,create_support_ticket_021,create_support_ticket_005,main,train,ambiguous,en,support,create_support_ticket,Create a travel support ticket,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-120"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""itinerary did not sync to the mobile app""}"
create_support_ticket_021__clear,create_support_ticket_021,create_support_ticket_005,main,train,clear,en,support,create_support_ticket,Create a travel support ticket,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-120"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""itinerary did not sync to the mobile app""}"
create_support_ticket_021__incomplete,create_support_ticket_021,create_support_ticket_005,main,train,incomplete,en,support,create_support_ticket,Create a travel support ticket,True,"[""user_id"", ""description""]","[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-120"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""itinerary did not sync to the mobile app""}"
create_support_ticket_021__misleading,create_support_ticket_021,create_support_ticket_005,main,train,misleading,en,support,create_support_ticket,Create a travel support ticket,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-120"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""itinerary did not sync to the mobile app""}"
create_support_ticket_022__ambiguous,create_support_ticket_022,create_support_ticket_005,main,train,ambiguous,en,support,create_support_ticket,Create a travel support ticket for T-125,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-125"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""hotel booking never synced to the itinerary""}"
create_support_ticket_022__clear,create_support_ticket_022,create_support_ticket_005,main,train,clear,en,support,create_support_ticket,Create a travel support ticket for T-125,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-125"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""hotel booking never synced to the itinerary""}"
create_support_ticket_022__incomplete,create_support_ticket_022,create_support_ticket_005,main,train,incomplete,en,support,create_support_ticket,Create a travel support ticket for T-125,True,"[""user_id"", ""description""]","[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-125"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""hotel booking never synced to the itinerary""}"
create_support_ticket_022__misleading,create_support_ticket_022,create_support_ticket_005,main,train,misleading,en,support,create_support_ticket,Create a travel support ticket for T-125,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-125"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""hotel booking never synced to the itinerary""}"
create_support_ticket_023__ambiguous,create_support_ticket_023,create_support_ticket_005,main,train,ambiguous,en,support,create_support_ticket,Create a travel support ticket for T-131,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-131"", ""category"": ""travel"", ""priority"": ""medium"", ""description"": ""expense receipt upload failed in the trip portal""}"
create_support_ticket_023__clear,create_support_ticket_023,create_support_ticket_005,main,train,clear,en,support,create_support_ticket,Create a travel support ticket for T-131,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-131"", ""category"": ""travel"", ""priority"": ""medium"", ""description"": ""expense receipt upload failed in the trip portal""}"
create_support_ticket_023__incomplete,create_support_ticket_023,create_support_ticket_005,main,train,incomplete,en,support,create_support_ticket,Create a travel support ticket for T-131,True,"[""user_id"", ""description""]","[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-131"", ""category"": ""travel"", ""priority"": ""medium"", ""description"": ""expense receipt upload failed in the trip portal""}"
create_support_ticket_023__misleading,create_support_ticket_023,create_support_ticket_005,main,train,misleading,en,support,create_support_ticket,Create a travel support ticket for T-131,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-131"", ""category"": ""travel"", ""priority"": ""medium"", ""description"": ""expense receipt upload failed in the trip portal""}"
create_support_ticket_024__ambiguous,create_support_ticket_024,create_support_ticket_005,main,train,ambiguous,en,support,create_support_ticket,Create a travel support ticket for T-139,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-139"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""traveler profile lost passport details""}"
create_support_ticket_024__clear,create_support_ticket_024,create_support_ticket_005,main,train,clear,en,support,create_support_ticket,Create a travel support ticket for T-139,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-139"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""traveler profile lost passport details""}"
create_support_ticket_024__incomplete,create_support_ticket_024,create_support_ticket_005,main,train,incomplete,en,support,create_support_ticket,Create a travel support ticket for T-139,True,"[""user_id"", ""description""]","[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-139"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""traveler profile lost passport details""}"
create_support_ticket_024__misleading,create_support_ticket_024,create_support_ticket_005,main,train,misleading,en,support,create_support_ticket,Create a travel support ticket for T-139,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-139"", ""category"": ""travel"", ""priority"": ""high"", ""description"": ""traveler profile lost passport details""}"
create_support_ticket_025__ambiguous,create_support_ticket_025,create_support_ticket_005,main,train,ambiguous,en,support,create_support_ticket,Create a travel support ticket for T-147,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-147"", ""category"": ""travel"", ""priority"": ""medium"", ""description"": ""car rental confirmation is missing from the app""}"
create_support_ticket_025__clear,create_support_ticket_025,create_support_ticket_005,main,train,clear,en,support,create_support_ticket,Create a travel support ticket for T-147,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-147"", ""category"": ""travel"", ""priority"": ""medium"", ""description"": ""car rental confirmation is missing from the app""}"
create_support_ticket_025__incomplete,create_support_ticket_025,create_support_ticket_005,main,train,incomplete,en,support,create_support_ticket,Create a travel support ticket for T-147,True,"[""user_id"", ""description""]","[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-147"", ""category"": ""travel"", ""priority"": ""medium"", ""description"": ""car rental confirmation is missing from the app""}"
create_support_ticket_025__misleading,create_support_ticket_025,create_support_ticket_005,main,train,misleading,en,support,create_support_ticket,Create a travel support ticket for T-147,False,[],"[""change_flight"", ""query_internal_docs""]","{""user_id"": ""T-147"", ""category"": ""travel"", ""priority"": ""medium"", ""description"": ""car rental confirmation is missing from the app""}"
get_weather_001__ambiguous,get_weather_001,get_weather_001,main,train,ambiguous,zh,weather,get_weather,Get weather for Hangzhou,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-11""}"
get_weather_001__clear,get_weather_001,get_weather_001,main,train,clear,zh,weather,get_weather,Get weather for Hangzhou,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-11""}"
get_weather_001__incomplete,get_weather_001,get_weather_001,main,train,incomplete,zh,weather,get_weather,Get weather for Hangzhou,True,"[""city"", ""date""]","[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-11""}"
get_weather_001__misleading,get_weather_001,get_weather_001,main,train,misleading,zh,weather,get_weather,Get weather for Hangzhou,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-11""}"
get_weather_002__ambiguous,get_weather_002,get_weather_001,main,train,ambiguous,zh,weather,get_weather,Get weather for Hangzhou（2026-05-14）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-14""}"
get_weather_002__clear,get_weather_002,get_weather_001,main,train,clear,zh,weather,get_weather,Get weather for Hangzhou（2026-05-14）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-14""}"
get_weather_002__incomplete,get_weather_002,get_weather_001,main,train,incomplete,zh,weather,get_weather,Get weather for Hangzhou（2026-05-14）,True,"[""city"", ""date""]","[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-14""}"
get_weather_002__misleading,get_weather_002,get_weather_001,main,train,misleading,zh,weather,get_weather,Get weather for Hangzhou（2026-05-14）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-14""}"
get_weather_003__ambiguous,get_weather_003,get_weather_001,main,train,ambiguous,zh,weather,get_weather,Get weather for Hangzhou（2026-05-21）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-21""}"
get_weather_003__clear,get_weather_003,get_weather_001,main,train,clear,zh,weather,get_weather,Get weather for Hangzhou（2026-05-21）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-21""}"
get_weather_003__incomplete,get_weather_003,get_weather_001,main,train,incomplete,zh,weather,get_weather,Get weather for Hangzhou（2026-05-21）,True,"[""city"", ""date""]","[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-21""}"
get_weather_003__misleading,get_weather_003,get_weather_001,main,train,misleading,zh,weather,get_weather,Get weather for Hangzhou（2026-05-21）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-21""}"
get_weather_004__ambiguous,get_weather_004,get_weather_001,main,train,ambiguous,zh,weather,get_weather,Get weather for Hangzhou（2026-05-28）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-28""}"
get_weather_004__clear,get_weather_004,get_weather_001,main,train,clear,zh,weather,get_weather,Get weather for Hangzhou（2026-05-28）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-28""}"
get_weather_004__incomplete,get_weather_004,get_weather_001,main,train,incomplete,zh,weather,get_weather,Get weather for Hangzhou（2026-05-28）,True,"[""city"", ""date""]","[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-28""}"
get_weather_004__misleading,get_weather_004,get_weather_001,main,train,misleading,zh,weather,get_weather,Get weather for Hangzhou（2026-05-28）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-05-28""}"
get_weather_005__ambiguous,get_weather_005,get_weather_001,main,train,ambiguous,zh,weather,get_weather,Get weather for Hangzhou（2026-06-04）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-06-04""}"
get_weather_005__clear,get_weather_005,get_weather_001,main,train,clear,zh,weather,get_weather,Get weather for Hangzhou（2026-06-04）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-06-04""}"
get_weather_005__incomplete,get_weather_005,get_weather_001,main,train,incomplete,zh,weather,get_weather,Get weather for Hangzhou（2026-06-04）,True,"[""city"", ""date""]","[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-06-04""}"
get_weather_005__misleading,get_weather_005,get_weather_001,main,train,misleading,zh,weather,get_weather,Get weather for Hangzhou（2026-06-04）,False,[],"[""search_web""]","{""city"": ""杭州"", ""date"": ""2026-06-04""}"
get_weather_006__ambiguous,get_weather_006,get_weather_002,main,dev,ambiguous,en,weather,get_weather,Get weather for New York,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-14""}"
get_weather_006__clear,get_weather_006,get_weather_002,main,dev,clear,en,weather,get_weather,Get weather for New York,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-14""}"
get_weather_006__incomplete,get_weather_006,get_weather_002,main,dev,incomplete,en,weather,get_weather,Get weather for New York,True,"[""city""]","[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-14""}"
get_weather_006__misleading,get_weather_006,get_weather_002,main,dev,misleading,en,weather,get_weather,Get weather for New York,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-14""}"
get_weather_007__ambiguous,get_weather_007,get_weather_002,main,dev,ambiguous,en,weather,get_weather,Get weather for New York on 2026-06-17,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-17""}"
get_weather_007__clear,get_weather_007,get_weather_002,main,dev,clear,en,weather,get_weather,Get weather for New York on 2026-06-17,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-17""}"
get_weather_007__incomplete,get_weather_007,get_weather_002,main,dev,incomplete,en,weather,get_weather,Get weather for New York on 2026-06-17,True,"[""city""]","[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-17""}"
get_weather_007__misleading,get_weather_007,get_weather_002,main,dev,misleading,en,weather,get_weather,Get weather for New York on 2026-06-17,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-17""}"
get_weather_008__ambiguous,get_weather_008,get_weather_002,main,dev,ambiguous,en,weather,get_weather,Get weather for New York on 2026-06-24,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-24""}"
get_weather_008__clear,get_weather_008,get_weather_002,main,dev,clear,en,weather,get_weather,Get weather for New York on 2026-06-24,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-24""}"
get_weather_008__incomplete,get_weather_008,get_weather_002,main,dev,incomplete,en,weather,get_weather,Get weather for New York on 2026-06-24,True,"[""city""]","[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-24""}"
get_weather_008__misleading,get_weather_008,get_weather_002,main,dev,misleading,en,weather,get_weather,Get weather for New York on 2026-06-24,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-06-24""}"
get_weather_009__ambiguous,get_weather_009,get_weather_002,main,dev,ambiguous,en,weather,get_weather,Get weather for New York on 2026-07-01,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-07-01""}"
get_weather_009__clear,get_weather_009,get_weather_002,main,dev,clear,en,weather,get_weather,Get weather for New York on 2026-07-01,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-07-01""}"
get_weather_009__incomplete,get_weather_009,get_weather_002,main,dev,incomplete,en,weather,get_weather,Get weather for New York on 2026-07-01,True,"[""city""]","[""search_web""]","{""city"": ""New York"", ""date"": ""2026-07-01""}"
get_weather_009__misleading,get_weather_009,get_weather_002,main,dev,misleading,en,weather,get_weather,Get weather for New York on 2026-07-01,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-07-01""}"
get_weather_010__ambiguous,get_weather_010,get_weather_002,main,dev,ambiguous,en,weather,get_weather,Get weather for New York on 2026-07-08,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-07-08""}"
get_weather_010__clear,get_weather_010,get_weather_002,main,dev,clear,en,weather,get_weather,Get weather for New York on 2026-07-08,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-07-08""}"
get_weather_010__incomplete,get_weather_010,get_weather_002,main,dev,incomplete,en,weather,get_weather,Get weather for New York on 2026-07-08,True,"[""city""]","[""search_web""]","{""city"": ""New York"", ""date"": ""2026-07-08""}"
get_weather_010__misleading,get_weather_010,get_weather_002,main,dev,misleading,en,weather,get_weather,Get weather for New York on 2026-07-08,False,[],"[""search_web""]","{""city"": ""New York"", ""date"": ""2026-07-08""}"
get_weather_011__ambiguous,get_weather_011,get_weather_003,main,test,ambiguous,zh,weather,get_weather,Get weather for Chengdu,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-03""}"
get_weather_011__clear,get_weather_011,get_weather_003,main,test,clear,zh,weather,get_weather,Get weather for Chengdu,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-03""}"
get_weather_011__incomplete,get_weather_011,get_weather_003,main,test,incomplete,zh,weather,get_weather,Get weather for Chengdu,True,"[""date""]","[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-03""}"
get_weather_011__misleading,get_weather_011,get_weather_003,main,test,misleading,zh,weather,get_weather,Get weather for Chengdu,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-03""}"
get_weather_012__ambiguous,get_weather_012,get_weather_003,main,test,ambiguous,zh,weather,get_weather,Get weather for Chengdu（2026-07-06）,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-06""}"
get_weather_012__clear,get_weather_012,get_weather_003,main,test,clear,zh,weather,get_weather,Get weather for Chengdu（2026-07-06）,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-06""}"
get_weather_012__incomplete,get_weather_012,get_weather_003,main,test,incomplete,zh,weather,get_weather,Get weather for Chengdu（2026-07-06）,True,"[""date""]","[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-06""}"
get_weather_012__misleading,get_weather_012,get_weather_003,main,test,misleading,zh,weather,get_weather,Get weather for Chengdu（2026-07-06）,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-06""}"
get_weather_013__ambiguous,get_weather_013,get_weather_003,main,test,ambiguous,zh,weather,get_weather,Get weather for Chengdu（2026-07-13）,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-13""}"
get_weather_013__clear,get_weather_013,get_weather_003,main,test,clear,zh,weather,get_weather,Get weather for Chengdu（2026-07-13）,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-13""}"
get_weather_013__incomplete,get_weather_013,get_weather_003,main,test,incomplete,zh,weather,get_weather,Get weather for Chengdu（2026-07-13）,True,"[""date""]","[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-13""}"
get_weather_013__misleading,get_weather_013,get_weather_003,main,test,misleading,zh,weather,get_weather,Get weather for Chengdu（2026-07-13）,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-13""}"
get_weather_014__ambiguous,get_weather_014,get_weather_003,main,test,ambiguous,zh,weather,get_weather,Get weather for Chengdu（2026-07-20）,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-20""}"
get_weather_014__clear,get_weather_014,get_weather_003,main,test,clear,zh,weather,get_weather,Get weather for Chengdu（2026-07-20）,False,[],"[""search_web""]","{""city"": ""成都"", ""date"": ""2026-07-20""}"
